Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.696333 -0.191027 0.292249 0.627071	0.669167 -0.223367 0.264562 0.657517	0.664475 -0.224458 0.261764 0.663002	0.629174 -0.240186 0.204085 0.710493	0.628799 -0.250588 0.177591 0.714338	0.640774 -0.239819 0.101987 0.722146	0.716124 -0.123282 -0.0739909 0.683003	0.577294 -0.244988 0.323691 0.708475	0.697062 -0.657268 -0.0492212 0.282279	0.766718 -0.574491 -0.0807314 0.27493	0.756699 -0.563724 0.0382811 0.328872	0.562837 -0.411921 0.107927 0.70844	0.269674 0.10339 0.562113 0.774994	0.283883 0.0531423 0.692471 0.661113	0.314199 -0.00644862 0.687424 0.654741	0.748332 -0.135066 0.307053 0.572254	0.62805 -0.19013 0.276361 0.70216	0.626779 -0.318818 0.303411 0.642997	0.530517 -0.379146 0.275076 0.706494	0.404095 -0.42002 0.207368 0.785677	0.538588 -0.337255 0.246393 0.73176	
0.700516 -0.188953 0.289798 0.624173	0.671494 -0.221033 0.262792 0.656644	0.665555 -0.222908 0.259364 0.663384	0.632557 -0.236739 0.200402 0.709694	0.63233 -0.246279 0.173652 0.713688	0.643553 -0.234229 0.0988321 0.721948	0.716613 -0.119994 -0.0746792 0.683001	0.581693 -0.240614 0.318087 0.708914	0.698344 -0.64973 -0.0637947 0.293423	0.763639 -0.571567 -0.0947167 0.284949	0.756469 -0.558455 0.0220632 0.339699	0.563384 -0.405209 0.101163 0.712861	0.285193 0.123721 0.552181 0.773598	0.302338 0.0723423 0.678073 0.666014	0.337586 0.0180169 0.672041 0.658841	0.742706 -0.154388 0.319031 0.56813	0.614829 -0.214773 0.281937 0.704535	0.625955 -0.327788 0.296018 0.642735	0.540904 -0.375494 0.275056 0.700551	0.386259 -0.423795 0.192481 0.796337	0.511705 -0.347482 0.222789 0.753512	
0.705166 -0.186302 0.287311 0.620874	0.67399 -0.218167 0.260512 0.655953	0.666864 -0.220931 0.256295 0.663924	0.635949 -0.232497 0.195843 0.709338	0.635846 -0.241046 0.168737 0.71353	0.646118 -0.229151 0.0947489 0.721834	0.716887 -0.117856 -0.0750055 0.68305	0.58649 -0.234362 0.31173 0.709879	0.699566 -0.641353 -0.0790506 0.304999	0.760043 -0.568384 -0.109075 0.295594	0.75415 -0.55297 0.00254592 0.354225	0.565538 -0.398895 0.0949856 0.715561	0.295933 0.140104 0.542039 0.773943	0.315442 0.0877591 0.665712 0.670538	0.36116 0.0404292 0.658756 0.658764	0.734752 -0.172211 0.327469 0.568548	0.603854 -0.235176 0.28563 0.706023	0.625323 -0.33168 0.294334 0.642127	0.556318 -0.368158 0.270322 0.694187	0.371602 -0.422673 0.173095 0.808268	0.479545 -0.352815 0.19923 0.778373	
0.710599 -0.181598 0.284299 0.617451	0.677626 -0.213503 0.257002 0.655126	0.669436 -0.21718 0.251982 0.664223	0.639242 -0.226689 0.189666 0.709935	0.63908 -0.234258 0.162132 0.714432	0.648985 -0.223817 0.0897403 0.721576	0.716979 -0.115977 -0.0753095 0.683241	0.591869 -0.226135 0.305392 0.710837	0.7002 -0.632859 -0.0946118 0.316637	0.756944 -0.56376 -0.12415 0.306263	0.749642 -0.547641 -0.017197 0.371256	0.568483 -0.391481 0.0869001 0.718344	0.30369 0.153086 0.532991 0.774763	0.325064 0.0999837 0.655381 0.674398	0.378588 0.0593242 0.648469 0.657754	0.725389 -0.18591 0.32799 0.575909	0.597281 -0.247058 0.284785 0.707895	0.62424 -0.331731 0.296197 0.642297	0.574668 -0.358763 0.262821 0.687001	0.359523 -0.417965 0.151958 0.820339	0.444305 -0.352976 0.175261 0.80454	
0.716341 -0.177111 0.280526 0.613835	0.681519 -0.208527 0.253399 0.654093	0.672153 -0.212827 0.247734 0.664487	0.642312 -0.219217 0.182896 0.711286	0.642058 -0.225892 0.154653 0.716112	0.651685 -0.218333 0.0835832 0.721562	0.717065 -0.114601 -0.0753079 0.683383	0.597157 -0.216129 0.297581 0.712837	0.699067 -0.624392 -0.111178 0.330272	0.754214 -0.556526 -0.141474 0.318473	0.746831 -0.539908 -0.0368509 0.386504	0.570818 -0.384733 0.0774057 0.721218	0.313275 0.166365 0.526055 0.772947	0.336248 0.112941 0.645282 0.676604	0.391517 0.0744737 0.637929 0.658949	0.715135 -0.197304 0.323841 0.587179	0.594152 -0.253813 0.281746 0.709353	0.623259 -0.332709 0.296443 0.64263	0.595929 -0.347149 0.252489 0.678679	0.349314 -0.409399 0.129057 0.832897	0.409455 -0.347229 0.147465 0.830682	
0.722003 -0.172934 0.275909 0.610476	0.685525 -0.203397 0.24896 0.653226	0.675258 -0.208526 0.242316 0.6647	0.64544 -0.210702 0.174833 0.713053	0.644944 -0.216441 0.145968 0.718257	0.654087 -0.21212 0.0762852 0.722049	0.716865 -0.113519 -0.0759826 0.6837	0.601604 -0.204683 0.288448 0.716223	0.694096 -0.614647 -0.13217 0.350672	0.748917 -0.546519 -0.16462 0.33666	0.74781 -0.526353 -0.0611612 0.399989	0.574066 -0.377017 0.0670889 0.723744	0.320056 0.177302 0.520158 0.771728	0.3446 0.122973 0.638578 0.677013	0.397305 0.0815268 0.62977 0.662489	0.705168 -0.205868 0.317218 0.599774	0.592826 -0.256843 0.277561 0.711019	0.62149 -0.327957 0.301713 0.644332	0.619026 -0.333366 0.240556 0.669184	0.340692 -0.397107 0.106329 0.845535	0.378074 -0.334495 0.115869 0.855422	
0.727307 -0.170994 0.269886 0.60741	0.690002 -0.198731 0.244885 0.651486	0.679418 -0.203673 0.238223 0.663444	0.648133 -0.2038 0.168591 0.714119	0.646945 -0.210073 0.139506 0.719632	0.655338 -0.207421 0.0695629 0.722959	0.716791 -0.116469 -0.0738343 0.683516	0.605721 -0.190133 0.278206 0.7208	0.687561 -0.603648 -0.154551 0.372805	0.743158 -0.53371 -0.190175 0.355953	0.744174 -0.513002 -0.0852718 0.419241	0.577235 -0.369226 0.0580575 0.726018	0.322643 0.184518 0.514509 0.772745	0.348819 0.128339 0.635763 0.676506	0.397419 0.0868457 0.628539 0.662914	0.696033 -0.212053 0.309309 0.612291	0.592047 -0.257689 0.272461 0.713331	0.619264 -0.323998 0.306575 0.64618	0.640278 -0.319206 0.232599 0.658824	0.332791 -0.384627 0.0897603 0.856303	0.350242 -0.309402 0.0802624 0.880431	
0.731419 -0.171358 0.263008 0.605384	0.69286 -0.198429 0.237632 0.651232	0.681634 -0.204394 0.229567 0.664001	0.651304 -0.194764 0.158305 0.716108	0.65005 -0.198674 0.129437 0.721949	0.657547 -0.199129 0.0628096 0.723902	0.716364 -0.116061 -0.0737202 0.684045	0.60836 -0.178767 0.269289 0.724861	0.68109 -0.592494 -0.175428 0.3928	0.738288 -0.519485 -0.214805 0.372727	0.746799 -0.496166 -0.106415 0.429868	0.580403 -0.358027 0.0493047 0.729739	0.318676 0.186513 0.5088 0.777677	0.346525 0.127522 0.637714 0.676002	0.395988 0.0881149 0.630227 0.662	0.686257 -0.219292 0.304392 0.623144	0.590963 -0.260238 0.270222 0.714156	0.616723 -0.322081 0.310191 0.647842	0.660377 -0.303638 0.224018 0.649248	0.328071 -0.369519 0.0763914 0.866019	0.338934 -0.279988 0.0425751 0.897172	
0.734889 -0.173551 0.255282 0.603863	0.695168 -0.199551 0.23026 0.651076	0.683371 -0.205805 0.221476 0.664528	0.654233 -0.186816 0.149096 0.71753	0.652804 -0.1884 0.120504 0.723761	0.659083 -0.190669 0.0570102 0.725262	0.715459 -0.114966 -0.0740358 0.685142	0.610332 -0.166913 0.26096 0.729064	0.674374 -0.580821 -0.195424 0.411917	0.733807 -0.503647 -0.239268 0.388094	0.748702 -0.477821 -0.129138 0.440971	0.582855 -0.346841 0.0405137 0.733716	0.316959 0.190193 0.503298 0.78106	0.346843 0.127813 0.640001 0.673619	0.397111 0.0913269 0.631656 0.659524	0.676579 -0.226073 0.300577 0.633076	0.589686 -0.262798 0.269059 0.714714	0.614623 -0.32278 0.31094 0.649129	0.678375 -0.287451 0.215394 0.640925	0.324967 -0.353072 0.0660542 0.874856	0.351233 -0.249831 0.00924997 0.902294	
0.737891 -0.176948 0.246643 0.602805	0.697304 -0.200687 0.223077 0.650944	0.685043 -0.206817 0.214003 0.66494	0.65675 -0.179871 0.140947 0.718651	0.655064 -0.179453 0.112817 0.725231	0.659991 -0.182557 0.0518794 0.726906	0.714389 -0.113783 -0.074345 0.686422	0.61236 -0.154701 0.253168 0.732795	0.667918 -0.568531 -0.214216 0.429847	0.729844 -0.486487 -0.263033 0.401834	0.750331 -0.459989 -0.150959 0.450138	0.584686 -0.33634 0.0314181 0.737585	0.31789 0.196107 0.497863 0.7827	0.350232 0.129808 0.641977 0.669592	0.401379 0.0962982 0.632729 0.655191	0.666571 -0.233026 0.298001 0.642322	0.58828 -0.265751 0.269225 0.714717	0.612681 -0.323281 0.312021 0.650195	0.696041 -0.269624 0.205149 0.633043	0.324632 -0.333916 0.0572982 0.883081	0.378572 -0.223514 -0.0215163 0.897921	
0.740371 -0.180025 0.238427 0.602158	0.699231 -0.20106 0.216427 0.651007	0.686662 -0.206843 0.2073 0.665385	0.658774 -0.173153 0.133227 0.71992	0.656845 -0.171208 0.105251 0.726749	0.66036 -0.174551 0.0470564 0.728864	0.713407 -0.112437 -0.0737523 0.687727	0.615548 -0.141864 0.246775 0.734899	0.664118 -0.556294 -0.229712 0.443527	0.728107 -0.469442 -0.283054 0.411538	0.750791 -0.444557 -0.173524 0.456696	0.585654 -0.327004 0.0220434 0.741345	0.323145 0.205304 0.492505 0.78158	0.358319 0.134831 0.642023 0.664255	0.408717 0.104381 0.632447 0.649666	0.657332 -0.239469 0.295573 0.650543	0.58633 -0.268828 0.269147 0.715198	0.610436 -0.323852 0.312674 0.651707	0.712906 -0.251266 0.193939 0.625315	0.328121 -0.313358 0.0505367 0.889713	0.408135 -0.202395 -0.0498485 0.888806	
0.742676 -0.18262 0.23033 0.601689	0.700919 -0.200958 0.209749 0.651409	0.68802 -0.206458 0.200575 0.666162	0.660333 -0.166434 0.125612 0.721444	0.658186 -0.163353 0.0980031 0.728356	0.66084 -0.16616 0.0418312 0.730706	0.712096 -0.110673 -0.0740064 0.689343	0.619662 -0.128672 0.24135 0.735671	0.66136 -0.543958 -0.243761 0.455295	0.727285 -0.452044 -0.301643 0.419195	0.751297 -0.429517 -0.195976 0.461151	0.586283 -0.31755 0.0130936 0.745159	0.326037 0.214034 0.486699 0.781674	0.364551 0.138612 0.643951 0.658192	0.421486 0.110523 0.632744 0.640132	0.648197 -0.245919 0.294017 0.657966	0.583948 -0.27229 0.269777 0.7156	0.608054 -0.32339 0.313732 0.653653	0.728637 -0.233182 0.183165 0.617385	0.335494 -0.292875 0.0463412 0.894159	0.433089 -0.180966 -0.0749548 0.879811	
0.744274 -0.184294 0.222489 0.602155	0.702104 -0.199941 0.203346 0.652475	0.688994 -0.205169 0.194178 0.667449	0.66134 -0.160279 0.118363 0.723139	0.659085 -0.156082 0.091003 0.730044	0.661266 -0.157699 0.0375063 0.732428	0.71103 -0.10824 -0.0741832 0.690809	0.62368 -0.115649 0.235743 0.736257	0.657667 -0.531148 -0.257731 0.467901	0.726083 -0.432951 -0.321224 0.426816	0.738887 -0.413641 -0.228833 0.48019	0.587035 -0.308826 0.00475772 0.748327	0.332079 0.225069 0.480965 0.779577	0.374213 0.144559 0.644076 0.651332	0.434934 0.119655 0.630944 0.631209	0.640667 -0.250762 0.291482 0.664607	0.581279 -0.274848 0.268891 0.717127	0.604769 -0.320958 0.315227 0.65717	0.743305 -0.216273 0.173657 0.608743	0.345967 -0.273807 0.0442748 0.896312	0.45099 -0.159095 -0.0949694 0.873085	
0.746096 -0.184586 0.21492 0.60256	0.703321 -0.198184 0.196547 0.653783	0.689779 -0.203284 0.187247 0.669193	0.661785 -0.153798 0.110692 0.725351	0.659454 -0.148647 0.0837246 0.73213	0.661903 -0.149051 0.0326955 0.733893	0.710156 -0.104949 -0.074537 0.692177	0.627261 -0.102661 0.229882 0.736993	0.654103 -0.518445 -0.270539 0.479762	0.724847 -0.413804 -0.339838 0.433444	0.744504 -0.39837 -0.244488 0.476697	0.587547 -0.299939 -0.00316899 0.751542	0.33583 0.235315 0.475279 0.778431	0.381868 0.149437 0.645522 0.644319	0.450997 0.126732 0.629621 0.619773	0.633124 -0.256525 0.290404 0.670086	0.577907 -0.278778 0.269114 0.71825	0.60016 -0.311853 0.321797 0.662573	0.756369 -0.201221 0.166627 0.599709	0.359078 -0.257384 0.0448116 0.895996	0.464028 -0.136523 -0.10682 0.868694	
0.748017 -0.18384 0.206678 0.603289	0.704656 -0.195222 0.189123 0.655424	0.690726 -0.200071 0.179825 0.671217	0.661967 -0.146255 0.102376 0.727962	0.659536 -0.140461 0.0757356 0.734539	0.6626 -0.14053 0.0269636 0.735177	0.709733 -0.101462 -0.0747074 0.693111	0.630926 -0.0897413 0.223758 0.737435	0.650282 -0.505327 -0.282606 0.491846	0.723101 -0.394141 -0.358045 0.43998	0.750473 -0.38226 -0.260563 0.47199	0.587739 -0.291481 -0.0112589 0.754636	0.341981 0.24721 0.469886 0.775334	0.392196 0.155712 0.645813 0.636288	0.467622 0.136898 0.626851 0.607985	0.628065 -0.258445 0.285612 0.676141	0.574722 -0.279455 0.26509 0.722029	0.594359 -0.301578 0.330155 0.668421	0.768966 -0.186786 0.159035 0.590348	0.37506 -0.241063 0.045492 0.893951	0.474636 -0.115287 -0.109306 0.865726	
0.749468 -0.183036 0.19848 0.604484	0.705579 -0.192676 0.181793 0.657256	0.691363 -0.19717 0.172579 0.673318	0.661768 -0.13895 0.0941155 0.730683	0.659108 -0.132154 0.0675702 0.737256	0.662819 -0.131952 0.0219517 0.736734	0.709614 -0.0974608 -0.0748858 0.693788	0.634291 -0.0770637 0.216687 0.738094	0.646567 -0.492273 -0.294004 0.503171	0.721306 -0.374297 -0.375816 0.4454	0.751838 -0.364502 -0.277911 0.473965	0.587442 -0.283227 -0.0187915 0.757853	0.348882 0.259542 0.46486 0.771249	0.403331 0.162494 0.645388 0.628008	0.482798 0.147476 0.623033 0.597484	0.625115 -0.256692 0.277374 0.682938	0.572385 -0.276683 0.257436 0.727701	0.591015 -0.298217 0.332729 0.671609	0.780388 -0.173739 0.152707 0.580939	0.393557 -0.226389 0.0474605 0.889724	0.486376 -0.0971436 -0.10304 0.862197	
0.749774 -0.182906 0.192905 0.605948	0.705361 -0.190955 0.176162 0.659522	0.691027 -0.195114 0.166886 0.675693	0.660925 -0.131763 0.0863347 0.733732	0.658219 -0.123932 0.0592998 0.740184	0.662847 -0.123967 0.0164887 0.738237	0.709304 -0.0938474 -0.075393 0.694547	0.63658 -0.0652867 0.208627 0.73958	0.642761 -0.479512 -0.304515 0.514001	0.719081 -0.354958 -0.392703 0.450234	0.752126 -0.346267 -0.293222 0.477939	0.586815 -0.274378 -0.0254955 0.76139	0.356149 0.272644 0.460106 0.766241	0.415118 0.169864 0.644705 0.619014	0.496506 0.158427 0.619379 0.587156	0.621881 -0.255601 0.268827 0.689684	0.57137 -0.274034 0.250011 0.732077	0.588547 -0.299325 0.331115 0.674076	0.790296 -0.162691 0.147608 0.571993	0.41457 -0.213816 0.0503889 0.883106	0.502296 -0.0806895 -0.0900184 0.856203	
0.750594 -0.181546 0.187226 0.607121	0.705577 -0.18887 0.170845 0.661287	0.690784 -0.19293 0.161427 0.677892	0.659989 -0.125515 0.079186 0.736471	0.65719 -0.11692 0.0520303 0.742781	0.662578 -0.117146 0.011285 0.739689	0.709374 -0.0911707 -0.0753804 0.694834	0.638675 -0.0541279 0.200376 0.740955	0.639412 -0.466606 -0.314544 0.523921	0.716716 -0.335986 -0.40876 0.454253	0.753593 -0.331905 -0.305205 0.478316	0.58545 -0.266055 -0.031529 0.76516	0.360557 0.283848 0.456518 0.762247	0.423489 0.176714 0.644274 0.611834	0.507264 0.165584 0.615765 0.57974	0.617951 -0.25642 0.263996 0.69476	0.567974 -0.274213 0.245463 0.73618	0.585543 -0.300446 0.328846 0.677297	0.798591 -0.152219 0.142739 0.564542	0.438349 -0.201521 0.0541705 0.874245	0.522626 -0.0632597 -0.0711923 0.847226	
0.751267 -0.180135 0.181781 0.608362	0.705737 -0.186649 0.166017 0.662975	0.690655 -0.190723 0.156313 0.679843	0.659007 -0.119398 0.0721271 0.739088	0.656084 -0.110151 0.0446861 0.745268	0.662277 -0.110192 0.00579364 0.741089	0.708849 -0.0882308 -0.0765235 0.695624	0.640448 -0.0437858 0.192185 0.742276	0.633234 -0.452151 -0.325787 0.537063	0.711303 -0.315395 -0.427248 0.46047	0.758806 -0.319175 -0.315609 0.471944	0.583733 -0.25775 -0.0371261 0.769053	0.364365 0.29489 0.45392 0.757782	0.430995 0.184297 0.643439 0.605198	0.517934 0.171964 0.610916 0.573546	0.612777 -0.259432 0.262855 0.698646	0.563248 -0.276905 0.244379 0.739157	0.582403 -0.301567 0.326258 0.680749	0.80469 -0.143831 0.140194 0.558689	0.464591 -0.191715 0.059893 0.862446	0.546243 -0.0469205 -0.049874 0.834823	
0.751838 -0.178987 0.176081 0.609671	0.706363 -0.184553 0.161513 0.664006	0.691466 -0.1884 0.151852 0.680677	0.658035 -0.115741 0.0665465 0.741057	0.654813 -0.105427 0.0385112 0.74741	0.660045 -0.104223 0.00300006 0.743955	0.708223 -0.0855791 -0.077855 0.696445	0.642655 -0.0325514 0.184273 0.742953	0.631648 -0.439534 -0.334983 0.543708	0.708846 -0.299509 -0.440114 0.462743	0.764048 -0.308362 -0.327547 0.462447	0.581886 -0.250233 -0.041812 0.772686	0.367789 0.305158 0.452096 0.75314	0.43753 0.192244 0.641787 0.599766	0.526626 0.178581 0.60658 0.568185	0.609214 -0.257251 0.255114 0.705406	0.561518 -0.273467 0.237649 0.743933	0.579281 -0.3018 0.324191 0.684288	0.80883 -0.136736 0.138996 0.554777	0.493722 -0.183057 0.0671342 0.84748	0.572105 -0.030324 -0.0288014 0.819113	
0.752359 -0.177329 0.170232 0.611172	0.707027 -0.181745 0.156143 0.665358	0.692419 -0.185691 0.146235 0.681682	0.657592 -0.11151 0.0605732 0.74261	0.653997 -0.100589 0.0326064 0.749071	0.658667 -0.0994713 -0.00105586 0.74583	0.70809 -0.0835732 -0.0785193 0.696748	0.645505 -0.0220433 0.178167 0.742357	0.63078 -0.427956 -0.343569 0.548571	0.70662 -0.285865 -0.451164 0.464135	0.734856 -0.287437 -0.329212 0.518638	0.580468 -0.242894 -0.0465772 0.775815	0.370726 0.314976 0.450919 0.748348	0.443144 0.200677 0.639605 0.595196	0.533226 0.186357 0.602726 0.563616	0.602564 -0.258397 0.252357 0.711662	0.558451 -0.273176 0.236279 0.74678	0.575215 -0.300771 0.32382 0.688335	0.81206 -0.129325 0.137094 0.552302	0.524471 -0.173266 0.0741542 0.830307	0.59839 -0.0177269 -0.0117318 0.800923	
0.752449 -0.175561 0.165449 0.612882	0.707672 -0.17905 0.151361 0.666506	0.693599 -0.183145 0.141361 0.682199	0.656906 -0.106986 0.0555462 0.744273	0.65247 -0.0958839 0.0282228 0.751194	0.657617 -0.0942397 -0.00563293 0.747413	0.70658 -0.0812039 -0.0808255 0.698296	0.648086 -0.0125451 0.171652 0.741864	0.632315 -0.416801 -0.351568 0.550322	0.705994 -0.274075 -0.459721 0.463801	0.751609 -0.280412 -0.339039 0.491432	0.579056 -0.23662 -0.0515242 0.778492	0.373343 0.324462 0.450097 0.743473	0.448042 0.20957 0.63682 0.591438	0.537264 0.19504 0.59964 0.560124	0.59702 -0.257126 0.246076 0.718957	0.556753 -0.270216 0.231626 0.750572	0.571369 -0.300171 0.322159 0.692567	0.81356 -0.122686 0.134703 0.552198	0.557579 -0.163219 0.0809717 0.809882	0.625157 -0.00515331 0.00263278 0.780477	
0.751939 -0.173796 0.161652 0.615021	0.707488 -0.176417 0.147647 0.668235	0.6938 -0.180573 0.137522 0.683464	0.656513 -0.102822 0.0507948 0.745546	0.651763 -0.0912821 0.0233126 0.752549	0.656245 -0.0893345 -0.0096129 0.749179	0.704592 -0.0788333 -0.0833026 0.700283	0.651534 -0.00398514 0.165839 0.74026	0.633485 -0.406585 -0.359306 0.551619	0.705161 -0.263368 -0.467869 0.463123	0.760626 -0.274211 -0.350102 0.472953	0.577738 -0.230512 -0.0555391 0.781024	0.374574 0.332852 0.449723 0.73936	0.451116 0.218153 0.63422 0.588786	0.537282 0.202193 0.597806 0.55953	0.590863 -0.257167 0.241938 0.725404	0.554104 -0.268867 0.228866 0.753857	0.567661 -0.300422 0.319328 0.696805	0.81294 -0.117971 0.133363 0.554459	0.591897 -0.154542 0.088429 0.786101	0.652573 0.00748016 0.0170877 0.757496	
0.75125 -0.172667 0.158816 0.616918	0.707123 -0.174374 0.144631 0.669815	0.693922 -0.178817 0.134155 0.68447	0.656133 -0.0987139 0.0463474 0.746724	0.65106 -0.0868817 0.0189684 0.753799	0.655318 -0.0855349 -0.014108 0.750362	0.702888 -0.0773665 -0.0845671 0.702006	0.654181 0.00380106 0.160883 0.73902	0.633552 -0.396996 -0.367081 0.553404	0.70349 -0.253173 -0.476379 0.462675	0.76735 -0.269535 -0.358863 0.457975	0.576113 -0.225136 -0.0589567 0.783538	0.373765 0.339876 0.449647 0.736615	0.451882 0.225872 0.632438 0.587202	0.534723 0.207982 0.596929 0.560795	0.584039 -0.25846 0.239776 0.731166	0.550683 -0.268946 0.227951 0.756608	0.563742 -0.301743 0.315939 0.700948	0.81028 -0.113837 0.131908 0.559542	0.627241 -0.145461 0.095915 0.759085	0.680625 0.0181492 0.0293706 0.731818	
0.749985 -0.171793 0.157356 0.619071	0.706132 -0.172875 0.142823 0.671635	0.693336 -0.177499 0.132062 0.685813	0.655799 -0.095673 0.0430163 0.747612	0.650661 -0.0833656 0.0153325 0.754623	0.654176 -0.0822486 -0.0169942 0.751665	0.701082 -0.0760572 -0.0854847 0.70384	0.656969 0.0112128 0.157254 0.73725	0.634137 -0.388941 -0.374531 0.553464	0.702428 -0.244946 -0.483823 0.46099	0.776734 -0.268349 -0.365188 0.437392	0.574434 -0.220319 -0.0613725 0.785951	0.371932 0.34581 0.449312 0.734983	0.451468 0.232583 0.631021 0.586425	0.529222 0.213421 0.59771 0.563132	0.577599 -0.259833 0.237898 0.73639	0.546958 -0.269357 0.227057 0.759427	0.560245 -0.304865 0.311238 0.704495	0.805913 -0.109988 0.130411 0.566922	0.662828 -0.135788 0.103276 0.729078	0.708885 0.024486 0.0394604 0.703794	
0.748316 -0.17082 0.156691 0.621524	0.70488 -0.171575 0.141562 0.673548	0.69247 -0.17637 0.130543 0.687268	0.655722 -0.092917 0.0401864 0.748184	0.650596 -0.0801905 0.0121546 0.75508	0.653328 -0.0792332 -0.0197054 0.752659	0.699445 -0.0743033 -0.0864111 0.705542	0.659278 0.0176475 0.154368 0.735671	0.634338 -0.381626 -0.381747 0.553395	0.701173 -0.237442 -0.491064 0.459165	0.777818 -0.260651 -0.370894 0.435313	0.572488 -0.216103 -0.0631897 0.788394	0.369009 0.350938 0.448733 0.73438	0.449931 0.238511 0.630038 0.586282	0.523095 0.21809 0.599176 0.565505	0.571811 -0.25964 0.234233 0.742128	0.543627 -0.268227 0.224349 0.763015	0.556718 -0.308506 0.306128 0.707936	0.80082 -0.105906 0.128959 0.575187	0.696948 -0.125417 0.110079 0.697436	0.736786 0.0317445 0.0484741 0.673638	
0.746397 -0.170032 0.15653 0.624083	0.703855 -0.170453 0.140541 0.675116	0.692038 -0.175486 0.129245 0.688174	0.655645 -0.0908948 0.0381897 0.748605	0.650469 -0.0778431 0.010096 0.755465	0.652894 -0.0766674 -0.021689 0.753247	0.698288 -0.0722937 -0.087365 0.706778	0.6613 0.0232633 0.152501 0.734088	0.636284 -0.376993 -0.387888 0.550055	0.702185 -0.232204 -0.496543 0.454382	0.782112 -0.256987 -0.376442 0.424913	0.570704 -0.21262 -0.0647173 0.790507	0.365816 0.355348 0.44791 0.734359	0.447883 0.243915 0.628851 0.586901	0.51584 0.22352 0.601524 0.567553	0.565632 -0.259005 0.23016 0.748334	0.540351 -0.26654 0.221391 0.766788	0.553154 -0.311247 0.301507 0.711505	0.796225 -0.0992609 0.126107 0.583326	0.72849 -0.112313 0.114636 0.665993	0.762677 0.042338 0.0570129 0.642869	
0.744406 -0.169628 0.156678 0.626528	0.702962 -0.169566 0.140368 0.676305	0.691837 -0.17486 0.128871 0.688606	0.655309 -0.0895115 0.0370013 0.749126	0.650014 -0.0762245 0.00895933 0.756036	0.653008 -0.0745021 -0.0233083 0.753317	0.697648 -0.0700249 -0.0883748 0.707513	0.662757 0.0275317 0.150897 0.732957	0.636233 -0.37318 -0.393518 0.548715	0.702208 -0.225741 -0.503522 0.4499	0.784703 -0.252095 -0.382179 0.417887	0.569344 -0.209464 -0.0659799 0.792224	0.361744 0.358704 0.447282 0.735127	0.444618 0.24868 0.627874 0.588428	0.510434 0.228891 0.602792 0.568954	0.559011 -0.259072 0.227266 0.754147	0.53623 -0.265746 0.219425 0.770512	0.549482 -0.312626 0.298206 0.715127	0.794027 -0.0855902 0.119286 0.589887	0.755825 -0.0928392 0.113735 0.638101	0.784648 0.0507266 0.0620972 0.614734	
